,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,num_rooms,factor
20614,2226,3,2,Suburb,1989,187183,5,84.09
20615,2519,2,2,Urban,1995,215415,4,85.52
20616,2779,2,1,Urban,1972,396490,3,142.67
20617,2648,4,3,Suburb,1951,217633,7,82.19
20618,1467,5,1,Suburb,1981,243912,6,166.27
20619,1712,5,3,Suburb,2004,235034,8,137.29
20620,1384,2,1,Rural,2020,189727,3,137.09
20621,1313,4,3,Rural,1964,268973,7,204.85
20622,1770,5,2,Urban,1963,194361,7,109.81
20623,2278,5,3,Urban,1997,326279,8,143.23
20624,1958,5,3,Urban,1971,112361,8,57.39
20625,1916,4,1,Urban,1972,283419,5,147.92
20626,1022,4,2,Suburb,1971,114492,6,112.03
20627,2928,3,3,Urban,1968,323411,6,110.45
20628,2781,5,3,Urban,2014,297571,8,107.0
20629,1338,4,1,Urban,1984,147177,5,110.0
20630,2516,3,2,Suburb,1994,176766,5,70.26
20631,1822,2,3,Urban,1984,266182,5,146.09
20632,2534,3,1,Urban,1988,276917,4,109.28
20633,1365,5,2,Suburb,2004,61975,7,45.4
20634,2395,4,3,Rural,1982,293397,7,122.5
20635,1914,5,3,Urban,1976,164947,8,86.18
20636,2853,5,3,Urban,2018,387997,8,136.0
20637,2622,2,3,Rural,2019,324143,5,123.62
20638,2242,4,3,Rural,2021,165153,7,73.66
20639,1474,4,2,Urban,1976,195705,6,132.77
20640,2446,2,3,Urban,1987,214071,5,87.52
20641,2379,4,3,Rural,2021,284945,7,119.78
20642,2483,3,3,Urban,2003,300347,6,120.96
20643,2526,5,3,Urban,1971,295252,8,116.89
20644,1026,2,1,Rural,1989,161171,3,157.09
20645,1941,2,2,Suburb,1970,349696,4,180.16
20646,1801,5,2,Rural,1967,233211,7,129.49
20647,1800,2,2,Rural,1963,289247,4,160.69
20648,1859,4,3,Suburb,1991,267252,7,143.76
20649,2246,4,2,Urban,2003,296526,6,132.02
20650,1863,5,3,Urban,1964,233738,8,125.46
20651,1689,2,3,Urban,1952,172235,5,101.97
20652,2171,3,1,Suburb,1955,258909,4,119.26
20653,2447,5,3,Rural,1951,323433,8,132.18
20654,1738,4,2,Suburb,1954,139406,6,80.21
20655,2374,4,3,Suburb,1979,233139,7,98.21
20656,2209,4,2,Rural,1989,230760,6,104.46
20657,1414,3,3,Rural,1996,197023,6,139.34
20658,2829,4,1,Rural,1964,387031,5,136.81
20659,1981,5,3,Suburb,1983,191342,8,96.59
20660,1428,5,2,Rural,1968,143572,7,100.54
20661,1040,5,1,Urban,1998,82300,6,79.13
20662,1904,4,3,Rural,1957,182431,7,95.81
20663,2011,3,1,Suburb,1963,211679,4,105.26
20664,2416,3,3,Rural,1998,296353,6,122.66
20665,1702,4,1,Urban,1961,199980,5,117.5
20666,1078,2,3,Suburb,1982,126266,5,117.13
20667,1716,2,2,Rural,1982,255020,4,148.61
20668,2919,5,3,Rural,1999,317422,8,108.74
20669,2813,3,2,Rural,2004,300495,5,106.82
20670,2807,4,3,Urban,1964,325544,7,115.98
20671,1543,3,3,Rural,2005,182537,6,118.3
20672,2473,3,2,Rural,1981,266602,5,107.81
20673,1473,2,2,Suburb,1963,123916,4,84.12
20674,2165,3,2,Urban,1969,182597,5,84.34
20675,2274,3,2,Rural,1959,268376,5,118.02
20676,1293,4,3,Suburb,2020,123368,7,95.41
20677,1609,4,3,Urban,2016,160905,7,100.0
20678,1135,3,3,Suburb,1972,105421,6,92.88
20679,1483,3,2,Urban,1959,207250,5,139.75
20680,2812,4,3,Suburb,2005,267999,7,95.31
20681,2335,2,3,Suburb,1979,171596,5,73.49
20682,1813,4,1,Rural,1952,202185,5,111.52
20683,1554,4,1,Suburb,1951,153298,5,98.65
20684,2655,4,2,Urban,1974,283369,6,106.73
20685,2755,4,2,Urban,2018,328085,6,119.09
20686,1045,4,1,Urban,1956,169846,5,162.53
20687,2259,2,3,Rural,1950,194358,5,86.04
20688,2071,5,3,Rural,1981,196516,8,94.89
20689,1197,4,2,Urban,1986,72591,6,60.64
20690,1083,4,3,Suburb,2016,127681,7,117.9
20691,1542,2,3,Urban,1968,229756,5,149.0
20692,2184,5,1,Suburb,2011,235963,6,108.04
20693,2451,3,1,Suburb,1973,248079,4,101.22
20694,1070,2,2,Suburb,1972,51441,4,48.08
20695,1519,4,2,Suburb,2013,178653,6,117.61
20696,2992,3,1,Suburb,2021,211299,4,70.62
20697,1897,2,3,Urban,1993,230323,5,121.41
20698,1912,3,1,Urban,1953,333748,4,174.55
20699,2075,2,1,Rural,1977,167469,3,80.71
20700,2068,2,2,Urban,1973,235877,4,114.06
20701,1292,3,3,Suburb,2013,133147,6,103.05
20702,1937,5,2,Urban,1981,326271,7,168.44
20703,1811,3,2,Suburb,1991,52042,5,28.74
20704,2488,3,1,Rural,1967,280072,4,112.57
20705,2908,5,1,Urban,1955,289489,6,99.55
20706,2573,3,2,Urban,1976,340254,5,132.24
20707,1866,5,1,Urban,1992,141077,6,75.6
20708,1379,5,1,Suburb,1984,169192,6,122.69
20709,2006,5,3,Rural,1990,326108,8,162.57
20710,2766,4,3,Suburb,1950,264742,7,95.71
20711,2501,2,2,Urban,2017,314076,4,125.58
20712,1261,4,3,Rural,1954,148948,7,118.12
20713,1579,2,2,Suburb,1998,92826,4,58.79
20714,2202,4,3,Rural,1991,169102,7,76.79
20715,1356,5,1,Suburb,2016,157665,6,116.27
20716,2442,4,1,Rural,1962,304128,5,124.54
20717,1697,2,2,Suburb,1999,263459,4,155.25
20718,2976,4,3,Rural,1962,376567,7,126.53
20719,2224,3,1,Urban,2010,233332,4,104.92
20720,2925,3,2,Urban,1971,279812,5,95.66
20721,2036,5,3,Urban,1997,239591,8,117.68
20722,1442,4,1,Suburb,1968,138538,5,96.07
20723,1725,4,3,Rural,1996,64799,7,37.56
20724,2755,2,2,Urban,2003,286149,4,103.87
20725,1285,2,2,Suburb,2019,145613,4,113.32
20726,2779,4,2,Suburb,1971,260521,6,93.75
20727,2891,2,1,Suburb,1994,199229,3,68.91
20728,2281,3,2,Rural,2018,251154,5,110.11
20729,1569,3,3,Rural,1957,185631,6,118.31
20730,2571,5,1,Rural,2004,241904,6,94.09
20731,1839,3,2,Rural,1951,302920,5,164.72
20732,2964,2,2,Rural,2006,310514,4,104.76
20733,2513,2,1,Suburb,2018,221354,3,88.08
20734,1497,2,2,Suburb,2019,223892,4,149.56
20735,2928,2,3,Suburb,1985,262322,5,89.59
20736,2917,4,1,Urban,1991,363880,5,124.74
20737,1704,4,3,Rural,2015,234611,7,137.68
20738,2356,4,3,Suburb,2004,207638,7,88.13
20739,1561,4,2,Rural,1967,251432,6,161.07
20740,2998,3,1,Urban,1972,305282,4,101.83
20741,1031,2,2,Urban,1985,95800,4,92.92
20742,2633,3,3,Suburb,2003,250899,6,95.29
20743,1042,2,2,Urban,1958,59334,4,56.94
20744,2916,4,2,Rural,1996,336758,6,115.49
20745,2374,3,3,Rural,2017,273233,6,115.09
20746,2357,2,2,Suburb,1953,201782,4,85.61
20747,2845,4,3,Urban,1997,299769,7,105.37
20748,1558,5,1,Suburb,1970,100672,6,64.62
20749,1269,2,3,Suburb,2000,195144,5,153.78
20750,2967,5,1,Rural,1959,290596,6,97.94
20751,2846,2,3,Suburb,2004,268397,5,94.31
20752,2436,4,3,Rural,1984,295805,7,121.43
20753,1942,3,2,Suburb,2020,167307,5,86.15
20754,2598,2,1,Rural,1964,320311,3,123.29
20755,2042,5,3,Rural,1960,250237,8,122.55
20756,2370,4,2,Suburb,1983,253693,6,107.04
20757,2928,2,2,Suburb,1959,211305,4,72.17
20758,2636,5,1,Suburb,2017,428631,6,162.61
20760,2642,5,2,Suburb,1966,232786,7,88.11
20761,1091,2,3,Rural,1980,148243,5,135.88
20762,2843,3,1,Rural,1982,287600,4,101.16
20763,1184,3,1,Rural,1975,236154,4,199.45
20764,1727,3,1,Suburb,2011,219317,4,126.99
20765,2051,3,1,Urban,1955,176960,4,86.28
20766,2571,4,2,Urban,2009,375995,6,146.24
20767,1371,3,1,Rural,1970,178462,4,130.17
20768,1831,2,2,Urban,2010,218694,4,119.44
20769,2553,4,2,Urban,2007,302362,6,118.43
20770,1344,2,2,Suburb,1966,235625,4,175.32
20771,2442,5,2,Rural,1957,290686,7,119.04
20772,2219,3,1,Rural,2016,211180,4,95.17
20773,1077,2,2,Urban,1957,120448,4,111.84
20774,1166,2,3,Rural,1951,88206,5,75.65
20775,2113,2,3,Suburb,2020,277885,5,131.51
20776,1263,5,3,Urban,1984,65353,8,51.74
20777,2495,5,3,Urban,2020,349919,8,140.25
20778,2231,5,2,Suburb,1985,199840,7,89.57
20779,1723,2,3,Suburb,1952,171475,5,99.52
20780,2294,5,3,Suburb,1980,218672,8,95.32
20781,2286,3,2,Suburb,1959,199626,5,87.33
20782,2529,5,1,Urban,1999,303054,6,119.83
20783,2808,5,1,Rural,1983,345894,6,123.18
20784,1511,2,1,Suburb,2000,190144,3,125.84
20785,2877,2,1,Rural,1973,198629,3,69.04
20786,2749,2,2,Rural,1985,323657,4,117.74
20787,2909,2,2,Suburb,1963,257986,4,88.69
20788,1575,3,1,Rural,2012,242258,4,153.81
20789,2547,2,3,Rural,1982,343256,5,134.77
20790,1721,4,2,Rural,2003,157393,6,91.45
20791,2335,4,3,Rural,1987,139506,7,59.75
20792,2197,2,3,Urban,2016,233829,5,106.43
20793,1430,2,3,Urban,1976,148737,5,104.01
20794,1767,3,1,Suburb,1981,224812,4,127.23
20795,1462,4,1,Rural,1977,184432,5,126.15
20796,1100,5,1,Urban,1964,172840,6,157.13
20797,2039,3,3,Suburb,1959,208025,6,102.02
20798,2732,5,3,Rural,1966,376250,8,137.72
20799,2281,2,2,Rural,1989,272581,4,119.5
20800,2919,4,2,Urban,1994,273536,6,93.71
20801,1243,5,1,Suburb,1996,197262,6,158.7
20802,2371,4,2,Rural,2011,294989,6,124.42
20803,2272,5,3,Urban,1959,209704,8,92.3
20804,1104,3,3,Urban,2010,71653,6,64.9
20805,1693,2,3,Suburb,1998,163098,5,96.34
20806,2690,4,1,Urban,2018,295717,5,109.93
20807,2310,3,2,Suburb,2007,192583,5,83.37
20808,2192,4,3,Suburb,2008,272628,7,124.37
20809,2443,5,1,Suburb,1981,327162,6,133.92
20810,2070,5,1,Suburb,1967,169641,6,81.95
20811,2066,2,2,Rural,2010,188121,4,91.06
20812,2344,5,3,Rural,1977,313506,8,133.75
20813,1817,2,1,Urban,1969,230197,3,126.69
20814,1220,2,1,Urban,1981,168799,3,138.36
20815,2536,3,3,Suburb,2003,272190,6,107.33
20816,2735,2,1,Rural,1952,303703,3,111.04
20817,2464,3,1,Urban,1952,329380,4,133.68
20818,1143,4,2,Suburb,1981,202610,6,177.26
20819,1889,5,2,Urban,2006,200157,7,105.96
20820,2051,5,2,Rural,1958,240835,7,117.42
20821,2877,5,2,Suburb,1965,358522,7,124.62
20822,2873,2,2,Urban,1978,328490,4,114.34
20823,1789,3,3,Rural,1959,201472,6,112.62
20824,1552,3,1,Rural,1998,211443,4,136.24
20825,1843,3,3,Rural,2018,194017,6,105.27
20826,1658,2,3,Rural,1965,209189,5,126.17
20827,2880,5,2,Suburb,1962,324279,7,112.6
20828,2713,5,3,Rural,1956,267470,8,98.59
20829,2850,3,1,Suburb,1974,239676,4,84.1
20830,1836,2,3,Rural,1973,308174,5,167.85
20831,2018,5,3,Rural,2001,174408,8,86.43
20832,2953,2,2,Rural,1999,315114,4,106.71
20833,2190,4,3,Rural,1952,255763,7,116.79
20834,2658,4,3,Urban,2016,302560,7,113.83
20835,2609,2,2,Rural,1984,321018,4,123.04
20836,1750,4,1,Suburb,1985,179153,5,102.37
20837,1248,5,2,Rural,2000,140937,7,112.93
20838,1774,3,2,Urban,1982,205086,5,115.61
20839,1763,2,3,Suburb,2004,111677,5,63.34
20840,2380,4,2,Suburb,1972,214468,6,90.11
20841,2134,3,2,Urban,1986,298487,5,139.87
20842,1691,5,1,Rural,2000,170644,6,100.91
20843,2723,5,3,Rural,1961,208983,8,76.75
20844,1819,2,1,Suburb,1994,116719,3,64.17
20845,1718,3,1,Suburb,1995,147274,4,85.72
20846,1233,5,2,Suburb,2000,127120,7,103.1
20847,1023,2,1,Suburb,1985,91057,3,89.01
20848,2049,4,1,Urban,1973,298997,5,145.92
20849,2404,3,2,Suburb,2019,275220,5,114.48
20850,2753,5,2,Suburb,1971,365008,7,132.59
20851,2005,4,3,Suburb,2013,245083,7,122.24
20852,2369,3,2,Rural,1998,279250,5,117.88
20853,2401,3,2,Urban,1980,247392,5,103.04
20854,1521,3,2,Rural,2008,230474,5,151.53
20855,1016,5,3,Rural,1985,82545,8,81.25
20856,1244,3,1,Urban,2008,135743,4,109.12
20857,1717,4,2,Rural,1966,131372,6,76.51
20858,1769,5,3,Suburb,2020,238895,8,135.05
20859,2647,3,2,Suburb,2008,362551,5,136.97
20860,1716,4,1,Suburb,1963,217777,5,126.91
20861,2562,5,1,Urban,1964,159928,6,62.42
20862,2992,3,2,Suburb,2017,433227,5,144.8
20863,2606,2,2,Suburb,1974,263378,4,101.07
20864,2711,2,3,Rural,1991,323519,5,119.34
20865,2225,3,1,Suburb,1958,243676,4,109.52
20866,2271,2,2,Urban,1966,214938,4,94.64
20867,1117,5,2,Rural,1980,82478,7,73.84
20868,1008,3,2,Urban,1967,151408,5,150.21
20869,1597,4,2,Urban,1964,235417,6,147.41
20870,1022,2,3,Rural,1982,87777,5,85.89
20871,2990,3,3,Urban,1987,255006,6,85.29
20872,1239,5,1,Suburb,2019,136836,6,110.44
20873,2608,3,1,Urban,1975,368983,4,141.48
20874,1026,4,3,Rural,2005,172613,7,168.24
20875,1983,4,1,Rural,1968,214659,5,108.25
20876,2884,3,3,Suburb,1972,255121,6,88.46
20877,2104,3,2,Suburb,1999,246662,5,117.23
20878,2619,3,2,Urban,1975,350688,5,133.9
20879,1198,3,3,Rural,1998,152606,6,127.38
20880,2578,5,2,Rural,1991,301028,7,116.77
20881,1774,3,2,Suburb,1972,236965,5,133.58
20882,1091,5,3,Urban,2005,145741,8,133.58
20883,1850,3,2,Suburb,2000,181404,5,98.06
20884,2982,5,1,Suburb,1988,346316,6,116.14
20885,2107,4,2,Suburb,1964,268551,6,127.46
20886,1299,2,1,Rural,2016,169163,3,130.23
20887,2958,3,3,Rural,2021,265735,6,89.84
20888,1295,3,1,Rural,1991,155472,4,120.06
20889,1646,4,2,Rural,1997,98454,6,59.81
20890,2477,2,1,Urban,1996,269940,3,108.98
20891,2304,4,2,Rural,1995,255458,6,110.88
20892,2000,4,2,Urban,1991,247922,6,123.96
20893,2082,3,1,Rural,1987,199982,4,96.05
20894,1908,3,2,Rural,1998,238744,5,125.13
20895,1870,4,1,Rural,2020,257440,5,137.67
20896,2365,3,2,Rural,2003,247604,5,104.7
20897,1752,3,3,Urban,1998,126403,6,72.15
20898,2488,3,3,Suburb,1968,295374,6,118.72
20899,2903,2,1,Suburb,1952,279884,3,96.41
20900,1341,2,1,Suburb,1992,162576,3,121.23
20901,2633,3,3,Rural,1994,288737,6,109.66
20902,1061,4,3,Suburb,1983,51610,7,48.64
20903,1775,2,3,Urban,1991,210686,5,118.7
20904,1624,4,3,Urban,2004,237895,7,146.49
20905,2452,5,2,Urban,1985,251355,7,102.51
20906,2681,5,1,Suburb,1986,191855,6,71.56
20907,2751,3,1,Urban,2011,315533,4,114.7
20908,1255,4,3,Rural,1957,141957,7,113.11
20909,1827,4,1,Urban,1973,298720,5,163.5
20910,2013,5,1,Suburb,1958,169233,6,84.07
20911,2851,2,2,Suburb,1971,403145,4,141.4
20912,2897,4,2,Suburb,1988,360649,6,124.49
20913,2793,4,1,Suburb,1981,302258,5,108.22
20914,2729,2,2,Urban,1990,254133,4,93.12
20915,2370,3,3,Urban,1995,224635,6,94.78
20916,2549,5,1,Rural,1968,278340,6,109.2
20917,2327,4,2,Urban,1970,320062,6,137.54
20918,1614,3,2,Rural,1976,122053,5,75.62
20919,1244,3,1,Suburb,1954,134927,4,108.46
20920,1756,3,1,Rural,1960,153561,4,87.45
20921,1823,2,3,Urban,1990,184278,5,101.09
20922,1779,3,2,Suburb,1984,236829,5,133.12
20923,2759,4,1,Urban,1953,297368,5,107.78
20924,1731,3,2,Suburb,1972,217495,5,125.65
20925,2846,3,2,Rural,1953,303562,5,106.66
20926,2435,3,2,Urban,1997,187174,5,76.87
20927,1877,5,2,Suburb,1977,95189,7,50.71
20928,2240,4,1,Urban,1959,213528,5,95.32
20929,1515,5,1,Suburb,1960,246663,6,162.81
20930,1473,5,3,Urban,2020,244999,8,166.33
20931,1035,3,1,Rural,1950,96358,4,93.1
20932,2201,3,2,Urban,1983,277222,5,125.95
20933,2410,3,3,Urban,1983,307439,6,127.57
20934,2792,2,1,Suburb,2005,347392,3,124.42
20935,2040,4,1,Urban,2011,239694,5,117.5
20936,2734,2,3,Rural,1985,251112,5,91.85
20937,1829,4,1,Urban,1970,318093,5,173.92
20938,2071,3,1,Suburb,1977,253258,4,122.29
20939,2085,4,1,Urban,1965,234840,5,112.63
20940,2092,4,2,Rural,2008,237307,6,113.44
20941,2682,5,3,Urban,1977,306779,8,114.38
20942,2894,4,3,Suburb,1993,365540,7,126.31
20943,1365,4,2,Urban,1978,128851,6,94.4
20944,2185,5,3,Rural,1951,302542,8,138.46
20945,2762,2,1,Urban,1965,275372,3,99.7
20946,1944,4,2,Suburb,1998,190783,6,98.14
20947,1975,2,2,Rural,2004,239133,4,121.08
20948,2511,2,2,Urban,1951,362963,4,144.55
20949,1430,3,3,Rural,1961,221244,6,154.72
20950,1858,4,2,Suburb,2007,195821,6,105.39
20951,2512,5,2,Rural,1975,408552,7,162.64
20952,1229,5,2,Rural,1999,191020,7,155.43
20953,1369,3,3,Rural,1979,205881,6,150.39
20954,1177,5,3,Suburb,1963,144165,8,122.49
20955,2880,4,3,Rural,1964,282423,7,98.06
20956,2433,2,2,Urban,2014,238590,4,98.06
20957,1567,2,1,Rural,1966,198461,3,126.65
20958,2613,5,3,Urban,2021,364164,8,139.37
20959,2293,5,1,Rural,2000,266043,6,116.02
20960,2229,5,1,Urban,1963,267982,6,120.23
20961,1792,2,3,Suburb,2002,249588,5,139.28
20962,2763,4,3,Suburb,1998,189575,7,68.61
20963,1899,4,1,Rural,1998,91406,5,48.13
20964,2774,4,3,Urban,2001,296846,7,107.01
20965,1974,4,1,Rural,1995,126638,5,64.15
20966,2823,4,1,Rural,2019,248828,5,88.14
20967,1081,3,2,Rural,2004,131548,5,121.69
20968,1845,5,1,Urban,2000,168277,6,91.21
20969,1761,4,2,Urban,1970,154861,6,87.94
20970,2216,3,2,Rural,1962,302561,5,136.53
20971,1617,4,3,Suburb,1988,206168,7,127.5
20972,2212,5,3,Suburb,1951,152419,8,68.91
20973,2299,4,1,Suburb,1976,306349,5,133.25
20974,2097,4,3,Urban,1966,243119,7,115.94
20975,2033,4,3,Urban,1993,281265,7,138.35
20976,2658,5,3,Rural,1974,232466,8,87.46
20977,1215,2,3,Urban,1983,153031,5,125.95
20978,1289,5,1,Rural,1988,151598,6,117.61
20979,1444,2,2,Suburb,1962,187496,4,129.84
20980,1922,3,2,Rural,1950,208319,5,108.39
20981,1551,3,2,Urban,1959,114437,5,73.78
20982,1192,4,3,Suburb,2013,133465,7,111.97
20983,2662,4,3,Urban,1982,308333,7,115.83
20984,1288,4,1,Suburb,1967,48925,5,37.99
20985,2987,5,2,Urban,1999,250463,7,83.85
20986,1582,4,1,Urban,1987,167017,5,105.57
20987,2672,2,2,Suburb,1980,323525,4,121.08
20988,2167,3,1,Suburb,1991,214305,4,98.89
20989,2412,3,1,Suburb,1988,160486,4,66.54
20990,2889,3,1,Rural,1957,293148,4,101.47
20991,2915,2,2,Rural,2011,299626,4,102.79
20992,2430,4,3,Urban,1994,237187,7,97.61
20993,2834,2,2,Urban,2017,292512,4,103.22
20994,2393,2,3,Suburb,2008,245595,5,102.63
20995,1856,5,1,Urban,1995,202005,6,108.84
20996,2464,5,2,Suburb,2000,287785,7,116.8
20997,2970,3,3,Suburb,1963,280105,6,94.31
20998,1780,2,2,Urban,1986,108515,4,60.96
20999,1895,3,2,Suburb,1980,89983,5,47.48
21000,1919,2,2,Urban,1981,246743,4,128.58
21001,2674,3,1,Suburb,1983,229313,4,85.76
21002,1563,3,3,Rural,1984,196770,6,125.89
21003,2552,4,1,Suburb,2004,321897,5,126.14
21004,2700,3,3,Urban,1958,272701,6,101.0
21005,1012,5,1,Rural,2009,196369,6,194.04
21006,2725,2,2,Urban,2019,353011,4,129.55
21007,1986,3,1,Suburb,1969,281056,4,141.52
21008,1339,2,2,Suburb,1973,235434,4,175.83
21009,1864,3,3,Urban,1998,286287,6,153.59
21010,2897,5,3,Urban,2000,377950,8,130.46
21011,2887,4,2,Rural,1971,210396,6,72.88
21012,2799,4,2,Rural,1972,296991,6,106.11
21013,1311,2,1,Rural,1970,178890,3,136.45
21014,1732,3,1,Urban,2004,188066,4,108.58
21015,2127,5,1,Urban,1973,193759,6,91.09
21016,1338,2,3,Urban,1983,189169,5,141.38
21017,2221,4,2,Urban,1959,356549,6,160.54
21018,1299,2,3,Urban,1963,158931,5,122.35
21019,2467,2,2,Suburb,1993,237647,4,96.33
21020,1358,3,2,Suburb,1988,215538,5,158.72
21021,2391,5,3,Suburb,1991,274682,8,114.88
21022,1168,4,1,Rural,1995,184264,5,157.76
21023,2172,4,1,Suburb,1982,145666,5,67.07
21024,1760,5,3,Urban,2018,185522,8,105.41
21025,1767,3,2,Suburb,1961,185422,5,104.94
21026,1981,5,3,Urban,1965,158338,8,79.93
21027,1041,5,1,Suburb,2004,82960,6,79.69
21028,1201,3,2,Rural,2009,133752,5,111.37
21029,1969,3,3,Urban,2014,230731,6,117.18
21030,2267,4,1,Urban,1991,264619,5,116.73
21031,2692,4,2,Suburb,2019,333133,6,123.75
21032,1463,3,3,Suburb,1954,241183,6,164.86
21033,1448,2,3,Rural,1990,197469,5,136.37
21034,1912,4,1,Urban,1958,133432,5,69.79
21035,1797,3,3,Suburb,2014,197154,6,109.71
21036,1793,3,3,Suburb,1997,154201,6,86.0
21037,1436,2,3,Urban,2016,122734,5,85.47
21038,2916,5,3,Rural,1979,337567,8,115.76
21039,2773,3,1,Urban,1990,297829,4,107.4
21040,1530,2,2,Urban,2011,216582,4,141.56
21041,1564,2,2,Rural,1966,140570,4,89.88
21042,2620,4,3,Urban,2017,333105,7,127.14
21043,2296,3,1,Urban,2006,226703,4,98.74
21044,2453,4,3,Suburb,1994,231524,7,94.38
21045,1871,5,3,Rural,1977,262528,8,140.31
21046,1212,5,3,Rural,1973,255070,8,210.45
21047,1948,4,3,Rural,2006,227431,7,116.75
21048,2896,4,2,Suburb,1992,269145,6,92.94
21049,2127,3,3,Rural,2013,266398,6,125.25
21050,1191,3,3,Urban,1982,132847,6,111.54
21051,2964,3,3,Urban,1977,346469,6,116.89
21052,2712,5,2,Urban,2015,312477,7,115.22
21053,2682,4,1,Rural,1980,365934,5,136.44
21054,2403,2,1,Rural,1963,304550,3,126.74
21055,2990,4,1,Rural,1968,365524,5,122.25
21056,2104,2,1,Suburb,1983,313933,3,149.21
21057,1704,3,1,Suburb,2001,225779,4,132.5
21058,1548,3,3,Urban,1986,204685,6,132.23
21059,2400,4,3,Urban,1958,225456,7,93.94
21060,2861,2,1,Rural,2008,225036,3,78.66
21061,1153,5,2,Rural,2003,179937,7,156.06
21062,2665,3,3,Rural,1981,371015,6,139.22
21063,1570,3,1,Suburb,1987,256757,4,163.54
21064,2759,4,2,Urban,1987,274606,6,99.53
21065,2784,4,1,Urban,1995,243508,5,87.47
21066,1239,5,2,Suburb,1954,144202,7,116.39
21067,1373,4,1,Rural,1957,71731,5,52.24
21068,2924,5,3,Rural,1967,264428,8,90.43
21069,1804,2,1,Rural,2019,193957,3,107.51
21070,1798,5,1,Urban,1954,230332,6,128.1
21071,2227,2,1,Urban,2015,227215,3,102.03
21072,1610,3,1,Rural,1950,111438,4,69.22
21073,2373,4,1,Suburb,1983,329720,5,138.95
21074,1687,3,2,Rural,1983,183971,5,109.05
21075,1773,5,3,Suburb,1993,219344,8,123.71
21076,2806,5,3,Urban,1959,275231,8,98.09
21077,1142,5,3,Urban,1990,157417,8,137.84
21078,2212,2,2,Urban,1989,316235,4,142.96
21079,1271,3,1,Urban,1951,121264,4,95.41
21080,2555,3,3,Rural,2016,317159,6,124.13
21081,2868,5,2,Urban,1980,347149,7,121.04
21082,2323,4,1,Suburb,1980,210025,5,90.41
21083,1425,3,3,Rural,2004,151661,6,106.43
21084,1045,4,2,Rural,1971,186052,6,178.04
21085,1094,3,2,Rural,1967,210524,5,192.44
21086,2953,5,3,Rural,2012,398223,8,134.85
21087,1063,5,1,Suburb,2019,164801,6,155.03
21088,1412,3,2,Urban,2008,143750,5,101.81
21089,2666,2,2,Suburb,1995,252325,4,94.65
21090,2032,2,1,Rural,2009,226633,3,111.53
21091,1458,3,2,Suburb,1981,137463,5,94.28
21092,2738,5,1,Suburb,1951,229283,6,83.74
21093,2432,3,3,Rural,1950,297134,6,122.18
21094,1469,4,1,Suburb,1982,179888,5,122.46
21095,1809,5,2,Rural,1960,203945,7,112.74
21096,1505,2,1,Urban,1978,158394,3,105.25
21097,2709,2,1,Urban,1960,337415,3,124.55
21098,2096,3,1,Rural,1979,296487,4,141.45
21099,1083,4,1,Suburb,1984,173294,5,160.01
21100,1058,5,2,Suburb,1976,184895,7,174.76
21101,2044,2,3,Rural,1967,176824,5,86.51
21102,2481,3,3,Rural,1977,342476,6,138.04
21103,1917,3,1,Rural,2004,202149,4,105.45
21104,1156,5,3,Urban,2002,204416,8,176.83
21105,2854,3,2,Rural,1987,215048,5,75.35
21106,2352,3,2,Suburb,1972,322687,5,137.2
21107,2596,3,3,Rural,1953,205395,6,79.12
21108,1575,2,3,Rural,1995,270135,5,171.51
21109,1836,2,2,Suburb,1978,158951,4,86.57
21110,1679,4,1,Suburb,1989,178269,5,106.18
21111,1202,5,1,Suburb,1993,84516,6,70.31
21112,2664,5,2,Rural,1994,244528,7,91.79
21113,2780,5,3,Urban,2010,362532,8,130.41
21114,2129,5,3,Rural,2021,243177,8,114.22
21115,2856,3,3,Urban,2021,254870,6,89.24
21116,2145,5,3,Suburb,2021,252239,8,117.59
21117,1317,4,3,Rural,1979,182413,7,138.51
21118,2205,5,3,Suburb,1951,257825,8,116.93
21119,2638,5,3,Suburb,2001,302142,8,114.53
21120,2339,3,3,Rural,1987,230173,6,98.41
21121,2837,3,1,Suburb,2011,264437,4,93.21
21122,2796,3,1,Rural,2019,132676,4,47.45
21123,2648,4,3,Suburb,2017,399364,7,150.82
21124,1405,3,3,Rural,1975,235194,6,167.4
21125,1985,5,1,Rural,1983,204293,6,102.92
21126,1948,4,2,Rural,1980,140006,6,71.87
21127,2093,2,1,Suburb,1960,205013,3,97.95
21128,2183,3,3,Rural,1952,198749,6,91.04
21129,2263,4,1,Suburb,1952,236623,5,104.56
21130,2546,2,3,Suburb,2001,279224,5,109.67
21131,2161,3,1,Suburb,1950,192423,4,89.04
21132,1494,2,1,Rural,1995,134513,3,90.04
21133,1678,3,1,Rural,1955,232462,4,138.54
21134,2270,4,3,Suburb,2005,356323,7,156.97
21135,2889,3,2,Rural,1975,331119,5,114.61
21136,2566,3,3,Suburb,2010,250566,6,97.65
21137,2547,4,2,Suburb,2019,326229,6,128.08
21138,2266,4,2,Suburb,1987,232908,6,102.78
21139,2643,5,2,Urban,1996,326545,7,123.55
21140,2359,5,2,Suburb,1971,243907,7,103.39
21141,2445,4,2,Rural,1952,282811,6,115.67
21142,1834,3,2,Suburb,2005,213758,5,116.55
21143,1193,2,3,Urban,1975,126213,5,105.79
